HCPCS,MOD,DESCRIPTION,STATUS CODE,PAYMENT,RVU,PE RVU,INDICATOR,PE RVU,INDICATOR,RVU,TOTAL,TOTAL,IND,DAYS,OP,OP,OP,PROC,SURG,SURG,SURG,SURG,BASE,FACTOR,PROCEDURES,FLAG,INDICATOR,AMOUNT,AMOUNT,AMOUNT
27447,,Total knee arthroplasty,A,,19.60,14.38,NA,14.38,,4.00,37.98,37.98,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27448,,Incision of thigh,A,,11.60,10.14,NA,10.14,,2.34,24.08,24.08,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27450,,Incision of thigh,A,,14.61,12.49,NA,12.49,,2.96,30.06,30.06,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27454,,Realignment of thigh bone,A,,19.17,15.20,NA,15.20,,3.95,38.32,38.32,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27455,,Realignment of knee,A,,13.36,12.51,NA,12.51,,2.76,28.63,28.63,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27457,,Realignment of knee,A,,14.03,11.62,NA,11.62,,2.90,28.55,28.55,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27465,,Shortening of thigh bone,A,,18.60,14.55,NA,14.55,,3.84,36.99,36.99,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27466,,Lengthening of thigh bone,A,,17.28,14.30,NA,14.30,,3.56,35.14,35.14,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27468,,Shorten/lengthen thighs,A,,19.97,15.66,NA,15.66,,4.12,39.75,39.75,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27470,,Repair of thigh,A,,17.14,14.32,NA,14.32,,3.52,34.98,34.98,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27472,,Repair/graft of thigh,A,,18.72,14.90,NA,14.90,,3.84,37.46,37.46,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27475,,Surgery to stop leg growth,A,,8.93,9.02,NA,9.02,,1.84,19.79,19.79,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27477,,Surgery to stop leg growth,A,,10.14,9.63,NA,9.63,,2.09,21.86,21.86,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27479,,Surgery to stop leg growth,A,,13.16,11.43,NA,11.43,,2.71,27.30,27.30,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27485,,Surgery to stop leg growth,A,,9.13,9.03,NA,9.03,,1.87,20.03,20.03,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27486,,Revise/replace knee joint,A,,21.12,16.12,NA,16.12,,4.32,41.56,41.56,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27487,,Revise/replace knee joint,A,,27.11,19.18,NA,19.18,,5.56,51.85,51.85,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27488,,Removal of knee prosthesis,A,,17.60,14.35,NA,14.35,,3.61,35.56,35.56,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27495,,Reinforce thigh,A,,16.54,13.60,NA,13.60,,3.39,33.53,33.53,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27496,,Decompression of thigh/knee,A,,6.78,8.19,NA,8.19,,1.40,16.37,16.37,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27497,,Decompression of thigh/knee,A,,7.79,7.92,NA,7.92,,1.61,17.32,17.32,0,090,0.10,0.69,0.21,2,1,0,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27498,,Decompression of thigh/knee,A,,8.66,9.15,NA,9.15,,1.78,19.59,19.59,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27499,,Decompression of thigh/knee,A,,9.43,9.53,NA,9.53,,1.94,20.90,20.90,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27500,,Treatment of thigh fracture,A,,6.30,8.04,,6.78,,1.27,15.61,14.35,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27501,,Treatment of thigh fracture,A,,6.45,7.40,,7.11,,1.32,15.17,14.88,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27502,,Treatment of thigh fracture,A,,11.36,8.91,NA,8.91,,2.33,22.60,22.60,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27503,,Treatment of thigh fracture,A,,11.27,10.22,NA,10.22,,2.29,23.78,23.78,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27506,,Treatment of thigh fracture,A,,19.65,15.97,NA,15.97,,4.00,39.62,39.62,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27507,,Treatment of thigh fracture,A,,14.48,11.27,NA,11.27,,2.97,28.72,28.72,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27508,,Treatment of thigh fracture,A,,6.20,8.30,,7.48,,1.25,15.75,14.93,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27509,,Treatment of thigh fracture,A,,8.14,10.49,NA,10.49,,1.65,20.28,20.28,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27510,,Treatment of thigh fracture,A,,9.80,8.43,NA,8.43,,1.99,20.22,20.22,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27511,,Treatment of thigh fracture,A,,15.11,11.37,NA,11.37,,3.06,29.54,29.54,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27513,,Treatment of thigh fracture,A,,19.25,13.46,NA,13.46,,3.94,36.65,36.65,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27514,,Treatment of thigh fracture,A,,14.60,11.11,NA,11.11,,2.97,28.68,28.68,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27516,,Treat thigh fx growth plate,A,,5.59,8.79,,7.77,,1.16,15.54,14.52,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27517,,Treat thigh fx growth plate,A,,9.12,9.56,NA,9.56,,1.86,20.54,20.54,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27519,,Treat thigh fx growth plate,A,,13.25,10.49,NA,10.49,,2.72,26.46,26.46,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27520,,Treat kneecap fracture,A,,3.04,6.16,,5.42,,0.60,9.80,9.06,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27524,,Treat kneecap fracture,A,,10.37,9.95,NA,9.95,,2.11,22.43,22.43,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27530,,Treat knee fracture,A,,2.65,6.09,,5.53,,0.54,9.28,8.72,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27532,,Treat knee fracture,A,,7.55,9.47,,8.22,,1.54,18.56,17.31,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27535,,Treat knee fracture,A,,13.41,10.50,NA,10.50,,2.72,26.63,26.63,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27536,,Treat knee fracture,A,,17.39,14.23,NA,14.23,,3.56,35.18,35.18,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27538,,Treat knee fracture(s),A,,5.09,8.49,,7.45,,1.04,14.62,13.58,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27540,,Treat knee fracture,A,,11.30,10.60,NA,10.60,,2.31,24.21,24.21,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27550,,Treat knee dislocation,A,,5.98,8.24,,6.98,,1.24,15.46,14.20,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27552,,Treat knee dislocation,A,,8.18,9.09,NA,9.09,,1.66,18.93,18.93,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27556,,Treat knee dislocation,A,,13.00,10.36,NA,10.36,,2.68,26.04,26.04,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27557,,Treat knee dislocation,A,,15.90,11.84,NA,11.84,,3.29,31.03,31.03,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27558,,Treat knee dislocation,A,,18.39,13.09,NA,13.09,,3.79,35.27,35.27,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27560,,Treat kneecap dislocation,A,,3.99,6.32,,5.34,,0.79,11.10,10.12,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27562,,Treat kneecap dislocation,A,,5.98,7.45,NA,7.45,,1.24,14.67,14.67,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27566,,Treat kneecap dislocation,A,,12.71,11.21,NA,11.21,,2.62,26.54,26.54,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27570,,Fixation of knee joint,A,,1.79,2.38,NA,2.38,,0.37,4.54,4.54,0,010,0.10,0.80,0.10,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27580,,Fusion of knee,A,,21.10,18.44,NA,18.44,,4.32,43.86,43.86,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27590,,Amputate leg at thigh,A,,13.47,6.65,NA,6.65,,3.26,23.38,23.38,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27591,,Amputate leg at thigh,A,,13.94,11.83,NA,11.83,,2.88,28.65,28.65,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27592,,Amputate leg at thigh,A,,10.98,6.31,NA,6.31,,2.62,19.91,19.91,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27594,,Amputation follow-up surgery,A,,7.29,6.14,NA,6.14,,1.68,15.11,15.11,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27596,,Amputation follow-up surgery,A,,11.29,7.28,NA,7.28,,2.66,21.23,21.23,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27598,,Amputate lower leg at knee,A,,11.22,6.98,NA,6.98,,2.62,20.82,20.82,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27599,,Leg surgery procedure,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,YYY,0.00,0.00,0.00,2,1,2,1,1,,34.6062,09,0,99,0.00,0.00,0.00
27600,,Decompression of lower leg,A,,6.03,4.74,NA,4.74,,1.25,12.02,12.02,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27601,,Decompression of lower leg,A,,6.05,6.07,NA,6.07,,1.20,13.32,13.32,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27602,,Decompression of lower leg,A,,7.82,4.60,NA,4.60,,1.84,14.26,14.26,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27603,,Drain lower leg lesion,A,,5.23,9.69,,5.43,,1.02,15.94,11.68,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27604,,Drain lower leg bursa,A,,4.59,8.15,,4.27,,0.65,13.39,9.51,0,090,0.10,0.69,0.21,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27605,,Incision of achilles tendon,A,,2.92,6.70,,2.19,,0.27,9.89,5.38,0,010,0.10,0.80,0.10,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27606,,Incision of achilles tendon,A,,4.18,3.25,NA,3.25,,0.65,8.08,8.08,0,010,0.10,0.80,0.10,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27607,,Treat lower leg bone lesion,A,,8.62,7.66,NA,7.66,,1.43,17.71,17.71,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27610,,Explore/treat ankle joint,A,,9.13,8.49,NA,8.49,,1.63,19.25,19.25,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27612,,Exploration of ankle joint,A,,8.15,7.24,NA,7.24,,1.18,16.57,16.57,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27613,,Biopsy lower leg soft tissue,A,,2.22,5.04,,2.22,,0.29,7.55,4.73,0,010,0.10,0.80,0.10,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27614,,Biopsy lower leg soft tissue,A,,5.80,10.60,,5.43,,1.01,17.41,12.24,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27615,,Resect leg/ankle tum < 5 cm,A,,15.72,11.41,NA,11.41,,3.22,30.35,30.35,0,090,0.10,0.69,0.21,2,1,0,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27616,,Resect leg/ankle tum 5 cm/>,A,,19.63,13.69,NA,13.69,,4.31,37.63,37.63,0,090,0.10,0.69,0.21,2,1,0,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27618,,Exc leg/ankle tum < 3 cm,A,,3.96,10.03,,4.37,,0.77,14.76,9.10,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27619,,Exc leg/ankle tum deep <5 cm,A,,6.91,5.66,NA,5.66,,1.12,13.69,13.69,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27620,,Explore/treat ankle joint,A,,6.15,6.25,NA,6.25,,0.98,13.38,13.38,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27625,,Remove ankle joint lining,A,,8.49,7.23,NA,7.23,,1.32,17.04,17.04,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27626,,Remove ankle joint lining,A,,9.10,7.43,NA,7.43,,1.33,17.86,17.86,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27630,,Removal of tendon lesion,A,,4.94,10.51,,4.97,,0.73,16.18,10.64,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27632,,Exc leg/ankle les sc 3 cm/>,A,,5.91,5.08,NA,5.08,,1.29,12.28,12.28,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27634,,Exc leg/ankle tum dep 5 cm/>,A,,10.13,7.93,NA,7.93,,2.01,20.07,20.07,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27635,,Remove lower leg bone lesion,A,,8.03,7.78,NA,7.78,,1.41,17.22,17.22,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27637,,Remove/graft leg bone lesion,A,,10.31,9.63,NA,9.63,,1.90,21.84,21.84,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27638,,Remove/graft leg bone lesion,A,,10.99,9.36,NA,9.36,,1.94,22.29,22.29,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27640,,Partial removal of tibia,A,,12.24,10.24,NA,10.24,,2.22,24.70,24.70,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27641,,Partial removal of fibula,A,,9.84,7.91,NA,7.91,,1.60,19.35,19.35,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27645,,Resect tibia tumor,A,,27.21,19.44,NA,19.44,,5.60,52.25,52.25,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27646,,Resect fibula tumor,A,,23.21,17.42,NA,17.42,,4.78,45.41,45.41,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27647,,Resect talus/calcaneus tum,A,,20.26,7.38,NA,7.38,,1.63,29.27,29.27,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27648,,Injection for ankle x-ray,A,,0.96,5.55,,0.42,,0.12,6.63,1.50,0,000,0.00,0.00,0.00,2,1,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27650,,Repair achilles tendon,A,,9.21,8.90,NA,8.90,,1.44,19.55,19.55,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27652,,Repair/graft achilles tendon,A,,10.78,7.43,NA,7.43,,1.30,19.51,19.51,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27654,,Repair of achilles tendon,A,,10.53,9.03,NA,9.03,,1.57,21.13,21.13,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27656,,Repair leg fascia defect,A,,4.71,10.97,,5.03,,0.72,16.40,10.46,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27658,,Repair of leg tendon each,A,,5.12,5.08,NA,5.08,,0.73,10.93,10.93,0,090,0.10,0.69,0.21,2,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27659,,Repair of leg tendon each,A,,7.10,5.87,NA,5.87,,0.96,13.93,13.93,0,090,0.10,0.69,0.21,2,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27664,,Repair of leg tendon each,A,,4.73,5.34,NA,5.34,,0.77,10.84,10.84,0,090,0.10,0.69,0.21,2,0,0,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27665,,Repair of leg tendon each,A,,5.57,6.04,NA,6.04,,0.93,12.54,12.54,0,090,0.10,0.69,0.21,2,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27675,,Repair lower leg tendons,A,,7.35,6.22,NA,6.22,,1.01,14.58,14.58,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27676,,Repair lower leg tendons,A,,8.73,7.85,NA,7.85,,1.47,18.05,18.05,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27680,,Release of lower leg tendon,A,,5.88,5.63,NA,5.63,,0.89,12.40,12.40,0,090,0.10,0.69,0.21,2,0,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27681,,Release of lower leg tendons,A,,7.05,6.87,NA,6.87,,1.18,15.10,15.10,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27685,,Revision of lower leg tendon,A,,6.69,11.90,,6.13,,0.93,19.52,13.75,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27686,,Revise lower leg tendons,A,,7.75,6.84,NA,6.84,,1.20,15.79,15.79,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27687,,Revision of calf tendon,A,,6.41,6.09,NA,6.09,,0.95,13.45,13.45,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27690,,Revise lower leg tendon,A,,9.17,8.46,NA,8.46,,1.37,19.00,19.00,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27691,,Revise lower leg tendon,A,,10.49,9.81,NA,9.81,,1.78,22.08,22.08,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27692,,Revise additional leg tendon,A,,1.87,0.79,NA,0.79,,0.31,2.97,2.97,0,ZZZ,0.00,0.00,0.00,0,0,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27695,,Repair of ankle ligament,A,,6.70,6.53,NA,6.53,,1.00,14.23,14.23,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27696,,Repair of ankle ligaments,A,,8.58,6.52,NA,6.52,,1.16,16.26,16.26,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27698,,Repair of ankle ligament,A,,9.61,7.79,NA,7.79,,1.49,18.89,18.89,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27700,,Revision of ankle joint,A,,9.66,7.24,NA,7.24,,1.25,18.15,18.15,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27702,,Reconstruct ankle joint,A,,14.42,11.50,NA,11.50,,2.63,28.55,28.55,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27703,,Reconstruction ankle joint,A,,16.94,12.81,NA,12.81,,3.09,32.84,32.84,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27704,,Removal of ankle implant,A,,7.81,7.75,NA,7.75,,1.40,16.96,16.96,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27705,,Incision of tibia,A,,10.86,9.63,NA,9.63,,2.06,22.55,22.55,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27707,,Incision of fibula,A,,4.78,6.37,NA,6.37,,0.87,12.02,12.02,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27709,,Incision of tibia & fibula,A,,17.48,13.10,NA,13.10,,3.30,33.88,33.88,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27712,,Realignment of lower leg,A,,15.87,13.54,NA,13.54,,3.28,32.69,32.69,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27715,,Revision of lower leg,A,,15.50,13.14,NA,13.14,,3.22,31.86,31.86,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27720,,Repair of tibia,A,,12.36,11.17,NA,11.17,,2.46,25.99,25.99,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27722,,Repair/graft of tibia,A,,12.45,11.60,NA,11.60,,2.56,26.61,26.61,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27724,,Repair/graft of tibia,A,,19.31,13.93,NA,13.93,,3.92,37.16,37.16,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27725,,Repair of lower leg,A,,17.41,15.01,NA,15.01,,3.60,36.02,36.02,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27726,,Repair fibula nonunion,A,,14.34,11.33,NA,11.33,,2.79,28.46,28.46,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27727,,Repair of lower leg,A,,14.84,12.95,NA,12.95,,3.05,30.84,30.84,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27730,,Repair of tibia epiphysis,A,,7.70,8.28,NA,8.28,,1.59,17.57,17.57,0,090,0.10,0.69,0.21,2,1,1,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27732,,Repair of fibula epiphysis,A,,5.46,6.97,NA,6.97,,1.11,13.54,13.54,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27734,,Repair lower leg epiphyses,A,,8.83,8.98,NA,8.98,,1.81,19.62,19.62,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27740,,Repair of leg epiphyses,A,,9.61,9.50,NA,9.50,,1.99,21.10,21.10,0,090,0.10,0.69,0.21,2,1,2,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27742,,Repair of leg epiphyses,A,,10.63,10.31,NA,10.31,,2.18,23.12,23.12,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27745,,Reinforce tibia,A,,10.49,9.91,NA,9.91,,2.13,22.53,22.53,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27750,,Treatment of tibia fracture,A,,3.37,6.42,,5.67,,0.66,10.45,9.70,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27752,,Treatment of tibia fracture,A,,6.27,8.51,,7.15,,1.28,16.06,14.70,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27756,,Treatment of tibia fracture,A,,7.45,8.36,NA,8.36,,1.48,17.29,17.29,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27758,,Treatment of tibia fracture,A,,12.54,11.56,NA,11.56,,2.55,26.65,26.65,0,090,0.10,0.69,0.21,2,1,2,1,0,,34.6062,09,0,99,0.00,0.00,0.00
27759,,Treatment of tibia fracture,A,,14.45,12.20,NA,12.20,,2.96,29.61,29.61,0,090,0.10,0.69,0.21,2,1,2,2,0,,34.6062,09,0,99,0.00,0.00,0.00
27760,,Cltx medial ankle fx,A,,3.21,6.22,,5.46,,0.57,10.00,9.24,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
27762,,Cltx med ankle fx w/mnpj,A,,5.47,7.93,,6.56,,1.09,14.49,13.12,0,090,0.10,0.69,0.21,2,1,1,0,0,,34.6062,09,0,99,0.00,0.00,0.00
